age,gender,marital_status,dependents,education,employment_status,years_employed,self_employed,residence_type,housing_status,city,state,country,monthly_income,annual_income,existing_emi,savings,bank_balance,loan_amount,loan_purpose,loan_term,interest_rate,collateral_available,coapplicant_income,credit_score,past_loan_defaults,credit_card_holder,num_open_accounts,current_debt,debt_to_income_ratio,cibil_score,vehicle_ownership,property_ownership,business_ownership,existing_loans,pan_verified,aadhaar_verified,income_tax_filed,bank_statement_available,salary_slips_available,loan_approved
37,Male,Single,2,Graduate,Employed,5,1,Rented,Rented,Chennai,Karnataka,India,59709,152675,12186,43532,142463,392647,Medical,12,15.85112905646308,0,0,740,0,1,4,125589,0.49059758336389414,643,1,0,0,1,0,0,0,0,0,0
27,Female,Married,2,Postgraduate,Self Employed,13,1,Owned,Owned,Mumbai,Delhi,India,76393,416724,9742,235963,62375,481885,Education,60,9.421424694334593,0,14505,698,0,0,11,269640,0.5037014316051543,659,0,0,0,3,0,0,0,0,1,0
51,Female,Married,3,Graduate,Employed,16,1,Owned,Owned,Hyderabad,Maharashtra,India,55969,970651,7405,159805,311842,427400,Home,36,10.006382091960203,1,9896,819,0,0,9,174370,0.7209042121120672,637,0,0,0,4,0,0,0,0,0,0
65,Female,Single,3,Postgraduate,Unemployed,18,1,Owned,Owned,Bengaluru,Maharashtra,India,65796,705797,6447,35734,192871,796001,Education,60,14.572643104572919,0,28646,794,0,0,5,191637,0.7041413714718966,740,1,0,0,4,0,0,0,0,1,0
68,Male,Married,1,Graduate,Employed,8,0,Owned,Rented,Chennai,Tamil Nadu,India,81515,1056752,9765,131402,150347,672190,Home,36,10.3506579677634,1,9895,766,0,1,9,177867,0.16180771406807778,743,0,0,0,2,1,0,0,0,0,0
33,Female,Divorced,1,Graduate,Employed,9,0,Rented,Owned,Chennai,Telangana,India,66780,189932,11127,81851,354207,513795,Education,12,10.167200051429035,1,28663,831,0,1,7,0,0.42590416634849604,535,0,0,0,2,0,0,0,0,0,0
33,Female,Married,0,Graduate,Employed,3,0,Rented,Owned,Chennai,Karnataka,India,98174,707261,14926,13493,10000,282107,Business,48,13.542323353057633,1,2710,742,0,0,6,0,0.2335975575000085,808,0,1,0,1,0,0,0,0,0,0
23,Male,Married,2,High School,Self Employed,1,0,Owned,Mortgaged,Delhi,Telangana,India,89793,637346,9853,444894,345466,268714,Medical,48,11.490739228298716,1,11616,539,0,0,11,149725,0.158253829961488,721,0,0,0,2,1,0,0,1,0,0
28,Female,Married,3,Postgraduate,Employed,8,0,Owned,Owned,Hyderabad,Telangana,India,62391,1066754,5222,185168,65575,884238,Medical,24,14.766093653502342,0,11857,678,0,0,7,206463,0.3046768560742472,759,0,1,1,4,0,0,0,0,1,0
48,Female,Married,1,Graduate,Unemployed,11,0,Owned,Mortgaged,Bengaluru,Tamil Nadu,India,60642,981828,6038,5000,207499,227825,Home,24,13.287020092469472,1,20947,521,0,1,6,157687,0.5274506637417153,801,1,0,1,4,0,0,0,0,1,0
48,Male,Married,1,Postgraduate,Employed,2,1,Owned,Mortgaged,Bengaluru,Karnataka,India,12000,972675,62,137809,103551,475049,Vehicle,60,10.661610378133577,0,19420,792,0,1,7,97914,0.6560592245995712,635,0,1,0,3,1,0,0,0,0,1
39,Female,Married,0,Graduate,Employed,8,0,Owned,Mortgaged,Delhi,Telangana,India,57816,1242423,17967,414648,60009,529408,Home,48,12.984424567147723,1,23666,818,0,1,9,157170,0.7387334586680169,858,0,0,0,1,0,0,0,0,0,0
36,Male,Married,1,Graduate,Employed,12,1,Rented,Rented,Mumbai,Tamil Nadu,India,35228,669573,4752,112955,350805,381508,Home,24,14.998462161609194,1,18201,823,1,0,9,148926,0.3960692943517259,704,0,1,0,1,0,0,1,0,0,0
61,Female,Single,0,Graduate,Employed,16,0,Rented,Owned,Bengaluru,Telangana,India,69867,1180524,13804,519593,421308,229515,Vehicle,48,11.233622204143463,0,22935,773,0,1,7,254005,0.39562615131776646,886,0,0,0,1,0,0,0,0,0,0
44,Other,Single,3,High School,Employed,18,0,Owned,Rented,Delhi,Telangana,India,68363,466738,9659,95800,151240,277322,Vehicle,24,14.02353041143175,0,4225,826,0,0,2,248686,0.20727678349444206,621,0,0,0,0,0,0,0,0,0,0
60,Male,Single,2,Postgraduate,Employed,6,0,Rented,Rented,Chennai,Maharashtra,India,80308,455736,9822,340613,223611,329768,Business,12,11.618747352828652,1,19665,546,0,1,8,127425,0.23638889867847004,878,1,0,0,0,0,0,0,0,0,0
68,Female,Married,0,Postgraduate,Employed,7,0,Rented,Rented,Delhi,Tamil Nadu,India,95726,1005823,7295,436594,187408,293911,Education,48,12.573050483338747,1,34298,708,0,0,5,175257,0.17174642349056987,620,0,1,0,3,0,1,0,0,0,0
37,Male,Married,0,Graduate,Employed,17,0,Owned,Owned,Hyderabad,Tamil Nadu,India,64422,328577,3273,331034,404965,742098,Business,60,14.002750208486777,1,0,564,0,0,11,206238,0.7831303824253496,900,0,1,1,3,0,0,0,0,1,1
31,Female,Married,3,Graduate,Employed,13,0,Owned,Owned,Chennai,Telangana,India,115169,951829,2188,5000,10000,447992,Home,60,8.953955284823829,1,20868,680,0,0,10,220341,0.18931820549080464,615,0,1,0,0,0,0,0,0,0,1
67,Female,Married,3,Postgraduate,Employed,5,0,Owned,Owned,Bengaluru,Delhi,India,70113,810393,18370,80355,229026,334763,Education,36,11.912121417562684,1,23121,897,0,1,1,336996,0.6296497154086866,836,0,0,1,3,0,0,0,0,0,0
52,Male,Married,3,Graduate,Employed,13,0,Rented,Owned,Chennai,Telangana,India,36175,1101555,8683,460612,85473,473530,Education,12,9.214101369944647,1,32534,840,0,0,11,177325,0.32243500311674766,680,0,0,0,0,0,0,0,0,1,0
35,Male,Divorced,0,High School,Employed,3,0,Owned,Rented,Chennai,Karnataka,India,52634,762166,14751,105169,10000,596950,Business,36,13.9375415835407,0,23712,792,0,0,10,291030,0.4760034596292183,798,0,0,1,1,0,0,0,0,0,0
51,Male,Single,0,Postgraduate,Employed,8,1,Owned,Mortgaged,Chennai,Delhi,India,56799,796814,16309,425621,133131,374183,Education,48,13.058546988888542,1,16203,700,0,0,10,69792,0.7108971484729845,715,0,1,0,1,0,0,0,0,0,0
46,Male,Married,0,Graduate,Employed,6,0,Owned,Rented,Bengaluru,Maharashtra,India,78026,932779,5534,172548,420246,648435,Vehicle,60,10.951972452919588,1,20160,610,0,1,6,119420,0.7553172160319402,599,0,0,0,0,0,0,0,0,0,0
65,Male,Married,3,Postgraduate,Employed,19,0,Owned,Rented,Hyderabad,Delhi,India,44160,581205,10541,275458,94713,170347,Education,12,9.072111350446267,1,6179,740,1,0,3,0,0.26816122320608926,412,0,1,0,3,0,0,0,1,0,0
34,Male,Married,3,High School,Self Employed,0,0,Owned,Owned,Delhi,Telangana,India,58444,568138,8270,5000,282799,707686,Home,48,15.443518465224383,1,10344,842,0,0,7,194374,0.7378885823520587,900,1,1,0,0,0,0,0,0,0,0
69,Male,Single,3,Graduate,Employed,17,1,Rented,Owned,Bengaluru,Tamil Nadu,India,61457,922328,1056,140511,335827,448030,Medical,36,10.862527904107464,1,0,765,0,0,10,241514,0.276436704079426,728,0,0,0,2,0,0,0,0,0,1
66,Male,Married,0,Postgraduate,Employed,5,0,Owned,Owned,Delhi,Tamil Nadu,India,55141,771213,6887,92444,178349,439437,Vehicle,36,10.565325830475551,1,32844,545,0,0,5,0,0.6633580418410749,396,0,1,0,2,0,0,0,0,0,0
30,Female,Divorced,0,High School,Self Employed,0,0,Owned,Owned,Bengaluru,Telangana,India,82851,657805,11525,290607,195659,297536,Business,12,9.257537281881877,1,20401,731,0,0,11,197887,0.11067526380094157,753,0,0,1,2,0,0,0,0,0,0
29,Female,Married,3,Graduate,Employed,13,0,Rented,Owned,Hyderabad,Delhi,India,79109,755164,5005,266775,10000,179872,Education,12,12.830149068224353,0,4006,509,0,0,3,237399,0.47466203338833113,795,0,0,0,0,0,0,0,0,0,0
47,Female,Divorced,3,High School,Employed,13,0,Owned,Owned,Chennai,Tamil Nadu,India,90664,1258367,6050,333276,86898,83332,Education,48,10.4924009154221,1,18256,808,0,0,10,231987,0.6080688806633713,641,0,0,1,2,0,0,1,0,0,0
24,Male,Divorced,2,Graduate,Unemployed,2,0,Owned,Owned,Delhi,Delhi,India,57717,647094,6959,161705,297910,282189,Medical,12,14.821398116588334,0,28912,643,0,0,1,66393,0.6872572782287694,642,0,0,0,3,0,0,0,0,0,0
36,Female,Married,0,Postgraduate,Unemployed,0,0,Owned,Rented,Hyderabad,Telangana,India,91455,638394,20669,82558,187888,579288,Vehicle,48,13.620750877201115,1,26913,585,0,0,10,253446,0.6887902204762872,717,1,0,0,1,0,0,0,0,0,0
42,Female,Married,0,Postgraduate,Self Employed,2,0,Owned,Owned,Chennai,Karnataka,India,34992,267766,0,282891,227754,238518,Medical,12,8.52936179357055,0,3868,809,0,0,11,180883,0.3092074833940679,852,0,1,1,4,0,0,0,0,0,1
68,Male,Married,0,Postgraduate,Employed,8,0,Owned,Owned,Bengaluru,Telangana,India,34455,767294,11009,64673,197310,109341,Medical,60,12.742559587495213,1,0,781,0,0,8,236148,0.6972047266366926,730,0,1,0,2,0,0,0,0,0,0
69,Male,Divorced,2,Graduate,Employed,2,0,Rented,Owned,Mumbai,Tamil Nadu,India,38296,977065,6479,444116,464960,250005,Education,24,10.238760076147969,1,19744,745,0,0,7,168043,0.326552919427491,880,0,0,0,3,0,0,0,0,0,0
29,Female,Single,3,Postgraduate,Unemployed,14,1,Owned,Rented,Bengaluru,Tamil Nadu,India,65202,1030859,4156,229385,124032,365336,Medical,36,8.6152534002085,0,4357,900,0,0,5,216198,0.26363715748417715,844,1,1,0,0,0,0,0,0,0,1
64,Male,Married,2,Graduate,Unemployed,1,0,Owned,Rented,Hyderabad,Telangana,India,91452,812465,6332,191295,388703,373989,Business,24,13.145253722405844,1,22467,789,0,0,10,285377,0.10103128880414639,694,0,1,0,4,0,0,0,0,0,0
26,Male,Married,1,Graduate,Employed,15,0,Owned,Owned,Bengaluru,Tamil Nadu,India,51752,1066750,12004,333191,197355,421643,Vehicle,36,10.0368577015407,1,26403,649,0,1,2,160617,0.26500067859338333,547,1,0,1,2,0,0,0,0,0,0
57,Other,Single,3,Graduate,Employed,17,0,Rented,Owned,Mumbai,Delhi,India,54512,999369,12347,236254,400245,677173,Business,36,15.247268574649219,0,28363,777,0,1,4,206989,0.182907176652579,695,0,0,0,4,0,0,0,1,0,0
62,Male,Married,0,Postgraduate,Employed,14,0,Owned,Mortgaged,Mumbai,Karnataka,India,60247,1113885,9116,5000,20752,724835,Vehicle,48,12.800355557150025,1,35936,688,0,0,2,298728,0.5724556218192972,777,0,1,1,3,0,0,0,0,0,0
64,Male,Married,3,Graduate,Employed,18,0,Rented,Rented,Hyderabad,Karnataka,India,77602,1075290,14556,58942,204004,891201,Medical,48,10.068888322900271,1,29836,859,0,0,4,167343,0.20135133943262018,726,1,0,1,3,0,0,0,0,0,0
32,Other,Divorced,3,Graduate,Employed,18,0,Owned,Rented,Bengaluru,Maharashtra,India,54492,1250993,15612,440387,128820,92520,Medical,60,15.843455797654311,1,35994,750,1,1,6,73087,0.5097684624211961,789,0,0,0,0,0,0,0,0,0,0
64,Female,Married,2,High School,Employed,0,0,Owned,Owned,Chennai,Karnataka,India,53264,729092,12898,265099,198131,261705,Business,12,12.598311749583367,1,31548,761,0,0,4,244224,0.18852743180765585,814,0,1,0,2,0,0,1,1,0,0
27,Male,Single,3,Graduate,Employed,6,0,Owned,Mortgaged,Delhi,Karnataka,India,35401,381882,4722,5000,338908,603666,Home,60,9.741041290947814,0,32594,561,0,0,5,316313,0.5930929730032917,778,0,1,0,3,0,0,0,0,0,0
46,Female,Married,2,Graduate,Employed,15,0,Owned,Mortgaged,Mumbai,Delhi,India,52422,979115,10966,313380,229245,350113,Vehicle,48,12.379316276268055,0,14509,726,0,0,3,302434,0.29988185115350674,689,1,1,1,4,0,0,0,0,0,0
44,Female,Single,1,Graduate,Employed,6,0,Owned,Owned,Bengaluru,Maharashtra,India,90904,1014165,10995,149333,338649,639373,Business,24,15.695117936673245,0,0,713,0,0,4,247923,0.31608747132937354,777,1,1,0,1,0,0,1,0,0,0
37,Male,Married,1,Graduate,Employed,14,1,Rented,Rented,Chennai,Karnataka,India,67000,1250998,3106,92590,92871,495564,Home,60,11.68157673131664,1,44787,607,0,0,6,0,0.5482697205805388,900,0,0,0,2,1,0,0,0,0,1
23,Female,Married,3,Postgraduate,Employed,15,0,Owned,Owned,Delhi,Karnataka,India,48723,1164387,0,43922,73031,797424,Vehicle,48,11.690091339210536,0,15755,695,1,0,3,119595,0.7572617265970981,556,1,1,1,0,0,0,0,0,0,1
59,Male,Married,2,Graduate,Employed,19,0,Owned,Rented,Chennai,Maharashtra,India,92195,1363641,0,429987,182093,679397,Education,12,11.95845041668599,1,29744,767,1,1,11,124462,0.7941207349698824,773,0,1,0,2,0,0,0,0,0,1
38,Male,Single,0,Graduate,Unemployed,6,0,Owned,Owned,Bengaluru,Tamil Nadu,India,52125,965956,8419,5000,174975,683423,Business,12,10.600776633658667,1,8396,719,0,0,10,184262,0.35008452809660817,900,0,0,0,2,0,0,0,1,0,0
53,Female,Single,3,High School,Employed,6,0,Owned,Owned,Delhi,Maharashtra,India,96239,848643,9788,99244,155838,359388,Vehicle,48,9.713377097827387,0,26567,564,0,0,10,340385,0.7624286012518271,590,1,0,0,0,0,0,0,0,0,0
41,Male,Married,0,High School,Employed,0,1,Owned,Mortgaged,Delhi,Maharashtra,India,95879,364505,909,271622,55377,428558,Medical,48,12.841957775263197,1,0,689,0,1,1,77348,0.5286250278115013,830,1,0,1,4,0,0,0,0,0,1
39,Female,Married,2,Postgraduate,Employed,5,0,Owned,Mortgaged,Delhi,Karnataka,India,66232,872428,14276,534105,335824,382844,Vehicle,12,15.206501475381636,1,10074,668,1,0,6,393009,0.7345280032448882,844,0,1,0,3,0,0,0,0,0,0
64,Female,Married,0,High School,Employed,5,0,Owned,Owned,Delhi,Delhi,India,32031,614248,8913,349694,132831,118703,Medical,48,14.017973064260646,0,13819,741,0,0,9,143678,0.11949650371300831,557,1,1,0,0,0,0,0,0,0,0
26,Male,Single,2,High School,Employed,9,0,Owned,Mortgaged,Chennai,Telangana,India,115369,843453,16096,97715,365390,773789,Medical,36,9.221405557281635,0,20551,729,0,1,4,107144,0.12322099629354832,798,0,1,0,4,0,0,0,1,0,0
57,Female,Single,1,Graduate,Employed,8,0,Owned,Owned,Delhi,Maharashtra,India,73520,796353,10223,525283,181656,613985,Home,60,11.506367320415709,0,27864,674,0,0,3,260294,0.15220178439285975,690,1,0,1,3,1,0,0,0,0,0
57,Male,Married,1,Postgraduate,Employed,17,1,Owned,Owned,Chennai,Delhi,India,57874,921520,1601,6077,264295,374094,Medical,48,8.539719099291265,1,1870,670,0,0,7,267808,0.663075101353664,713,0,1,0,3,0,0,0,0,0,1
40,Female,Single,2,Postgraduate,Employed,15,0,Owned,Mortgaged,Delhi,Tamil Nadu,India,86034,750800,10749,297760,252502,737010,Home,60,10.809552894153073,0,22919,727,0,0,1,241744,0.19656953457518322,684,0,0,0,4,1,0,0,0,0,0
34,Male,Married,3,Graduate,Employed,14,0,Owned,Owned,Delhi,Delhi,India,80450,1060506,12020,337801,72844,311319,Vehicle,12,13.520324444605645,1,29720,825,0,0,7,106901,0.2236095081478447,864,1,1,1,2,0,0,0,0,1,0
22,Female,Divorced,1,Graduate,Employed,0,0,Rented,Owned,Hyderabad,Telangana,India,93840,150000,4714,91399,227736,50000,Home,48,10.676757126182576,1,43150,750,0,1,5,227692,0.5097799313903719,707,0,0,0,1,1,0,0,0,1,0
66,Female,Single,3,Graduate,Employed,9,0,Owned,Rented,Hyderabad,Tamil Nadu,India,50428,836998,0,375566,430683,671621,Business,24,14.804187393213748,0,23479,876,0,0,8,81812,0.7702121034482693,669,0,1,0,3,0,0,0,0,0,1
67,Male,Married,1,Postgraduate,Employed,14,0,Rented,Owned,Bengaluru,Telangana,India,72006,1140746,8601,157499,212709,168716,Vehicle,36,12.080381601555338,1,9485,844,0,1,8,104261,0.4969787409563078,670,1,0,1,4,0,0,0,0,0,0
33,Female,Single,0,Postgraduate,Employed,4,0,Owned,Owned,Delhi,Telangana,India,38910,1341014,1994,375125,297165,406929,Medical,60,13.518761221299568,1,0,884,0,0,6,170987,0.6128170606085606,682,0,0,0,4,0,0,0,0,0,1
23,Female,Married,0,Postgraduate,Employed,8,0,Owned,Owned,Chennai,Maharashtra,India,79659,999588,14725,5000,270125,495347,Medical,60,15.128989174611124,0,36950,870,0,1,7,102103,0.23141398444312491,601,0,0,1,3,0,0,0,0,0,0
27,Female,Married,0,Graduate,Employed,14,0,Owned,Rented,Mumbai,Karnataka,India,64495,1285464,5556,310295,219916,534802,Medical,24,13.621077314870671,1,23848,891,0,0,1,280011,0.7399218372040504,668,0,1,1,3,0,0,0,1,0,0
25,Female,Married,2,Graduate,Employed,15,0,Owned,Owned,Bengaluru,Tamil Nadu,India,71182,830680,18347,175820,204242,636648,Business,24,15.229946532141046,0,14736,593,0,1,11,125074,0.13911365399633846,732,0,0,0,0,0,0,0,0,0,0
61,Other,Single,2,Graduate,Employed,17,0,Rented,Owned,Bengaluru,Maharashtra,India,61780,780858,0,456946,251151,577787,Medical,48,14.56049016943978,1,0,791,1,0,1,159056,0.29797330581766257,764,0,1,0,2,0,0,0,0,0,1
64,Male,Married,1,Postgraduate,Unemployed,8,1,Rented,Rented,Chennai,Karnataka,India,59478,938824,8808,242083,279226,570976,Education,60,12.752981840457927,0,3825,854,0,1,11,96381,0.4176069339305817,852,0,0,1,1,0,0,1,1,0,0
29,Male,Married,1,High School,Unemployed,7,0,Owned,Owned,Mumbai,Tamil Nadu,India,45898,779041,16576,474861,10000,276034,Medical,48,10.729248250131057,1,22575,873,0,1,11,278572,0.25832050832228526,746,1,0,0,1,0,0,0,0,0,0
57,Male,Single,3,High School,Unemployed,7,0,Owned,Owned,Mumbai,Tamil Nadu,India,82389,545292,2658,341370,212149,514733,Home,12,10.736068034885172,1,19245,635,0,0,8,116717,0.5646325698790744,667,0,0,0,4,0,0,0,0,0,1
30,Female,Single,2,High School,Employed,13,0,Owned,Rented,Delhi,Karnataka,India,97773,625427,7044,227048,156069,118779,Business,12,15.06498317393767,1,0,792,0,0,9,288491,0.5751547032425983,608,1,0,0,1,0,0,0,0,1,0
39,Male,Single,0,High School,Employed,8,1,Owned,Rented,Mumbai,Telangana,India,52753,446354,5581,391780,129101,793670,Medical,48,8.904131723038764,1,22591,728,0,0,1,281511,0.24830061303076695,752,1,0,0,4,0,0,0,0,0,0
50,Male,Divorced,0,High School,Employed,8,0,Rented,Owned,Bengaluru,Tamil Nadu,India,77177,938513,3897,392930,348475,141435,Vehicle,48,15.56077636072618,0,0,900,0,0,11,137635,0.10601388811230916,707,0,0,0,4,0,0,0,0,0,1
56,Male,Married,1,Graduate,Employed,3,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,74508,783417,9467,334943,84690,373783,Medical,60,10.952948501441332,1,31248,567,0,0,6,182818,0.15202207359345662,710,1,0,0,2,0,0,0,0,0,0
63,Female,Married,1,Graduate,Employed,9,0,Owned,Rented,Delhi,Delhi,India,65178,671914,227,5000,10000,159847,Vehicle,36,14.04153294860054,0,17502,635,0,0,4,134997,0.10029951951909295,748,0,1,0,0,0,0,0,0,0,1
24,Male,Married,3,Graduate,Employed,4,0,Rented,Owned,Bengaluru,Telangana,India,31414,609994,7334,73139,283443,289363,Vehicle,36,10.975223144780863,0,9438,520,0,1,8,231843,0.7337756008481492,777,0,0,0,3,0,0,0,1,0,0
31,Female,Married,2,Graduate,Employed,10,0,Rented,Rented,Delhi,Maharashtra,India,36364,931516,11095,499139,10000,452954,Education,12,15.649760419248704,0,26881,735,0,1,6,161525,0.5351659866554298,749,1,0,0,4,0,0,1,0,0,0
35,Male,Married,3,Graduate,Employed,17,0,Owned,Rented,Mumbai,Maharashtra,India,47818,1014134,6709,23929,10000,333673,Medical,48,8.773555226175443,1,19241,900,0,0,4,140339,0.1969046927591364,701,1,1,0,2,0,0,0,0,1,0
36,Other,Married,2,Graduate,Employed,15,0,Owned,Rented,Chennai,Delhi,India,17941,440845,1998,408843,298074,701734,Vehicle,60,11.149891574802373,1,30899,715,0,0,4,184387,0.16475904553890824,631,0,0,0,0,0,0,0,0,1,1
69,Male,Married,1,High School,Self Employed,9,1,Rented,Rented,Delhi,Telangana,India,95976,393694,14181,377161,200633,499918,Vehicle,12,15.00595785270433,0,15965,731,0,0,2,29689,0.672316405134986,652,0,0,0,2,0,0,1,1,0,0
59,Male,Single,2,Graduate,Employed,19,0,Owned,Rented,Bengaluru,Tamil Nadu,India,73089,1066352,12381,119364,241453,348159,Business,36,10.555424043527303,1,16665,780,1,0,10,172794,0.6677277170434317,813,0,0,0,4,0,1,0,1,0,0
37,Female,Married,2,High School,Self Employed,19,0,Owned,Mortgaged,Chennai,Maharashtra,India,64340,367460,1752,5000,122484,420611,Medical,24,10.567146074449568,1,11576,707,0,1,8,241713,0.7491657481499944,673,1,0,0,2,0,1,0,0,0,1
68,Female,Married,2,Postgraduate,Employed,8,0,Owned,Rented,Hyderabad,Delhi,India,16814,944246,235,147595,10000,718334,Business,48,15.240638620514622,0,18155,760,0,0,4,193115,0.21149143687813107,571,0,0,0,2,0,0,1,0,1,1
45,Male,Single,0,Postgraduate,Employed,15,1,Rented,Mortgaged,Mumbai,Telangana,India,24874,1265072,2288,624042,25847,649951,Education,48,14.729366898794392,1,35375,763,0,0,8,270407,0.4655923321116654,847,0,0,0,2,0,0,0,0,0,1
46,Male,Married,2,Postgraduate,Employed,6,1,Rented,Rented,Bengaluru,Delhi,India,64948,1265770,11271,94610,144615,199470,Education,24,9.293283964722919,1,8966,626,0,0,8,144156,0.18503323969170438,616,0,0,1,3,0,0,0,0,0,0
42,Female,Single,1,Graduate,Employed,17,0,Rented,Mortgaged,Hyderabad,Karnataka,India,108350,1001361,9653,107033,14587,300256,Vehicle,60,12.851349324020099,1,22775,709,0,0,2,136367,0.6569476953422176,723,0,1,0,1,0,0,0,1,0,0
28,Female,Divorced,3,Postgraduate,Employed,7,0,Owned,Mortgaged,Bengaluru,Karnataka,India,49629,992642,12740,70435,219916,554453,Vehicle,12,10.175463912549441,1,4434,801,0,1,2,73854,0.38873934866500137,774,0,1,0,3,0,0,0,0,0,0
66,Male,Divorced,3,Graduate,Employed,5,0,Owned,Owned,Mumbai,Tamil Nadu,India,84003,1455572,6043,468661,119880,527740,Home,48,10.113537038236435,1,0,822,0,0,3,141454,0.5870778896043685,720,0,0,0,4,0,0,1,0,0,0
22,Male,Divorced,2,High School,Employed,2,1,Owned,Owned,Delhi,Tamil Nadu,India,54442,150000,2451,206275,204054,218916,Vehicle,48,13.115529901776718,0,17489,862,0,0,2,366759,0.12121957756150063,447,0,0,0,3,0,0,0,0,1,1
30,Female,Single,3,Graduate,Employed,16,0,Rented,Rented,Chennai,Telangana,India,66215,640699,13513,137336,200169,614807,Medical,12,9.428996231237594,1,19444,756,0,0,10,206176,0.6445516979642604,762,0,0,1,4,0,0,0,0,0,0
33,Female,Single,2,Graduate,Employed,5,0,Owned,Owned,Chennai,Maharashtra,India,91723,1034547,4679,504425,230283,254007,Business,48,12.023342507522319,0,13679,759,0,0,2,124374,0.26064039932533034,865,0,0,0,3,0,1,0,0,0,0
35,Female,Single,0,Postgraduate,Unemployed,16,0,Owned,Rented,Delhi,Karnataka,India,57389,678813,9119,354308,244932,736841,Medical,24,10.4186630069716,0,0,802,0,0,9,84416,0.6899630504646651,806,0,1,1,4,0,0,0,0,0,0
28,Female,Single,2,Postgraduate,Employed,1,1,Rented,Rented,Mumbai,Tamil Nadu,India,49817,1151933,0,84527,135292,566478,Education,24,14.90441854433018,0,18651,654,0,0,6,28139,0.23010093874280083,486,0,0,0,0,0,0,0,0,0,1
22,Male,Single,3,Graduate,Employed,10,1,Owned,Mortgaged,Delhi,Karnataka,India,96197,768193,4581,29754,203916,200976,Business,12,12.658706742760991,1,18195,650,0,0,2,101112,0.6530680663164898,900,1,0,0,1,0,0,0,0,0,0
54,Female,Single,0,Postgraduate,Employed,8,1,Rented,Owned,Delhi,Tamil Nadu,India,66002,819523,14056,458470,210681,333603,Business,48,10.113316234462115,1,4334,706,0,0,10,252123,0.19387401217593503,574,0,1,0,1,1,0,0,0,1,0
68,Female,Divorced,0,Graduate,Employed,8,0,Owned,Rented,Chennai,Tamil Nadu,India,89006,697597,3702,253021,10000,329778,Home,60,15.44849239541354,1,0,579,0,1,2,139431,0.5643920668219413,601,0,1,0,4,0,0,0,0,0,1
27,Female,Single,1,Postgraduate,Employed,3,0,Rented,Owned,Hyderabad,Delhi,India,49924,623246,12887,5000,264048,485172,Education,36,14.671723978050638,0,11971,764,0,1,11,88973,0.645481107646637,806,0,0,0,1,0,0,0,1,1,0
36,Male,Single,3,Graduate,Employed,1,1,Owned,Owned,Mumbai,Maharashtra,India,95946,615867,0,5000,199492,405125,Business,48,10.489691727744352,1,22835,835,0,0,1,99422,0.3703629957785183,769,0,1,0,4,0,0,0,0,0,1
